0.581946, 0.447734, 0.315482, 0.253, 0.276443, 0.157043, 
0.292602, 0.225409, 0.25436, 0.108516, 0.238341, 0.0804472, 
0.274304, 0.189659, 0.239234, 0.0848244, 0.226231, 0.0660244, 
0.262103, 0.177713, 0.228827, 0.0763129, 0.21752, 0.0603806, 
0.258732, 0.16553, 0.227429, 0.0680049, 0.216723, 0.0536092, 
0.254355, 0.162698, 0.224006, 0.0662674, 0.214008, 0.0531832, 
0.248459, 0.160739, 0.219001, 0.0669802, 0.209081, 0.0532552, 
0.245084, 0.157657, 0.21684, 0.0641504, 0.207562, 0.05156, 
0.245532, 0.152114, 0.217249, 0.0590424, 0.2082, 0.0471239, 
0.241404, 0.15243, 0.213653, 0.0600359, 0.204902, 0.0478, 
0.242107, 0.148506, 0.214474, 0.0584454, 0.206006, 0.0465737, 
0.237021, 0.147584, 0.210631, 0.0576751, 0.202305, 0.0460014, 
0.239617, 0.146522, 0.212784, 0.0557995, 0.204792, 0.0442671, 
0.23629, 0.145455, 0.210452, 0.0540275, 0.202369, 0.0427035, 
0.233501, 0.147927, 0.20806, 0.0571762, 0.20044, 0.0453148, 
0.234383, 0.147108, 0.208858, 0.0567919, 0.201305, 0.0453891, 
0.234338, 0.149002, 0.209231, 0.0571245, 0.201716, 0.0455361, 
0.232735, 0.145898, 0.208289, 0.0549117, 0.200915, 0.0437907, 
0.231484, 0.148169, 0.207027, 0.0566253, 0.199918, 0.045188, 
0.229994, 0.148449, 0.205909, 0.0559159, 0.199001, 0.0444005, 
0.230842, 0.148541, 0.206959, 0.056341, 0.200168, 0.0444656, 
0.229209, 0.14887, 0.205352, 0.0562166, 0.198669, 0.0450017, 
0.229536, 0.145449, 0.206073, 0.0542555, 0.199499, 0.0426615, 
0.229249, 0.146368, 0.206725, 0.0538086, 0.199941, 0.0425773, 
0.225884, 0.14684, 0.203486, 0.0554896, 0.197141, 0.0439938, 
0.225369, 0.144477, 0.203606, 0.0526636, 0.197036, 0.0414454, 
0.225575, 0.151793, 0.203761, 0.0585777, 0.197566, 0.0469428, 
0.227277, 0.148735, 0.20516, 0.0551642, 0.198969, 0.0434961, 
0.224236, 0.148572, 0.202895, 0.0555717, 0.196707, 0.0443355, 
0.227186, 0.146256, 0.205672, 0.0537681, 0.199743, 0.0427894, 
0.224968, 0.144802, 0.2036, 0.0536743, 0.197629, 0.0427196, 
0.224395, 0.151804, 0.203255, 0.0564728, 0.197319, 0.0443701, 
0.223931, 0.149609, 0.203245, 0.0541865, 0.197489, 0.0427339, 
0.224492, 0.146713, 0.203503, 0.0525046, 0.197906, 0.0407486,
