0.415609, 0.519612, 0.164628, 0.27792, 0.134206, 0.165059, 
0.154787, 0.239885, 0.122086, 0.111251, 0.110206, 0.0847354, 
0.140581, 0.196571, 0.11045, 0.0866294, 0.100981, 0.0687208, 
0.132738, 0.185179, 0.104106, 0.0787286, 0.0959508, 0.0636951, 
0.125707, 0.174793, 0.0987519, 0.0742127, 0.0916617, 0.0599484, 
0.122158, 0.170504, 0.096346, 0.0722181, 0.0897668, 0.0591488, 
0.117326, 0.158608, 0.092958, 0.0633615, 0.0870492, 0.0512773, 
0.116001, 0.159402, 0.0924155, 0.0657504, 0.0865758, 0.0540194, 
0.113275, 0.159531, 0.0904569, 0.0642003, 0.0852125, 0.0528898, 
0.112099, 0.159607, 0.089552, 0.0648317, 0.0844109, 0.053296, 
0.110997, 0.161754, 0.0892083, 0.064504, 0.0841776, 0.0527934, 
0.108816, 0.160817, 0.0874054, 0.0626073, 0.082451, 0.0507936, 
0.107965, 0.159757, 0.0862689, 0.063019, 0.0814901, 0.0515315, 
0.105247, 0.154596, 0.0845193, 0.0602593, 0.0800071, 0.0492125, 
0.106399, 0.158292, 0.0857463, 0.0616123, 0.0812847, 0.0497995, 
0.105597, 0.158662, 0.0848661, 0.0606164, 0.0806881, 0.0487537, 
0.1052, 0.159129, 0.0849112, 0.0620565, 0.0804651, 0.0503627, 
0.103649, 0.160275, 0.0838356, 0.0628392, 0.0793934, 0.0507974, 
0.103864, 0.159799, 0.0837984, 0.0611672, 0.0794727, 0.0491201, 
0.102126, 0.158324, 0.0824581, 0.0613768, 0.0782322, 0.0497917, 
0.103312, 0.157577, 0.0835941, 0.0606355, 0.0794275, 0.0491885, 
0.102525, 0.153583, 0.082788, 0.0592313, 0.0785906, 0.0483074, 
0.102496, 0.1571, 0.0826171, 0.0601746, 0.0786453, 0.0482194, 
0.102676, 0.153292, 0.0835012, 0.0584505, 0.0794317, 0.0475504, 
0.101066, 0.152235, 0.0824693, 0.0563346, 0.0785994, 0.0461157, 
0.100448, 0.157827, 0.081915, 0.0605569, 0.0780183, 0.0491849, 
0.100137, 0.158928, 0.0823367, 0.0599915, 0.0785153, 0.0487748, 
0.0992063, 0.156325, 0.0816907, 0.059254, 0.0780169, 0.0483727, 
0.0990421, 0.159515, 0.0813761, 0.0604706, 0.0775143, 0.0483641, 
0.100196, 0.155905, 0.0824925, 0.0558852, 0.0784118, 0.0454202, 
0.0993731, 0.156995, 0.0816152, 0.0598081, 0.0774779, 0.0485803, 
0.0991862, 0.151785, 0.0813797, 0.0560278, 0.0777187, 0.0449559, 
0.0984633, 0.155399, 0.080873, 0.0575267, 0.0772656, 0.0459454, 
0.0989523, 0.156632, 0.0817035, 0.0582395, 0.0778129, 0.0471035,
