0.445416, 0.520624, 0.166275, 0.263499, 0.131509, 0.139774, 
0.145017, 0.216973, 0.11267, 0.0927459, 0.101474, 0.0715264, 
0.12652, 0.17251, 0.0990456, 0.0736245, 0.0912969, 0.0592846, 
0.116901, 0.150099, 0.092224, 0.0627432, 0.0862106, 0.0517002, 
0.109718, 0.146892, 0.0880939, 0.059704, 0.0835397, 0.0493029, 
0.104412, 0.141883, 0.0848144, 0.0571876, 0.0809455, 0.0477139, 
0.102931, 0.137003, 0.0838966, 0.0565426, 0.0801751, 0.0478076, 
0.101085, 0.135481, 0.0835236, 0.0555413, 0.0802202, 0.0465281, 
0.0983941, 0.132595, 0.0815029, 0.0532927, 0.0780824, 0.045168, 
0.0983227, 0.135291, 0.0811135, 0.0547709, 0.0782854, 0.0458198, 
0.0969243, 0.131144, 0.0805017, 0.0517498, 0.0778909, 0.0435007, 
0.0962119, 0.128736, 0.0802359, 0.0500862, 0.0776933, 0.0420192, 
0.0949003, 0.126584, 0.0793184, 0.0496683, 0.0765073, 0.0419491, 
0.0955286, 0.126091, 0.0801296, 0.0480512, 0.0774295, 0.0403407, 
0.0940658, 0.128707, 0.0789553, 0.0504293, 0.0763464, 0.0417819, 
0.0949004, 0.122694, 0.0798281, 0.0469819, 0.0773503, 0.0391046, 
0.0930182, 0.126808, 0.0783691, 0.0474924, 0.0760809, 0.0399879, 
0.0936979, 0.125344, 0.0790491, 0.0481155, 0.0767571, 0.040385, 
0.09164, 0.129808, 0.0774545, 0.0503807, 0.0753799, 0.0424052, 
0.0918914, 0.128518, 0.0777632, 0.0486248, 0.0756117, 0.0401123, 
0.0919877, 0.124006, 0.0777157, 0.0458566, 0.0757564, 0.0387931, 
0.0929145, 0.128946, 0.0786199, 0.0493969, 0.0764281, 0.0413785, 
0.0892649, 0.129592, 0.0756348, 0.0491899, 0.0735828, 0.0407951, 
0.0914053, 0.127291, 0.0776488, 0.0458404, 0.0753333, 0.038154, 
0.0897469, 0.132504, 0.0760544, 0.051704, 0.0739074, 0.0431618, 
0.0898093, 0.129207, 0.0765091, 0.0479826, 0.0744115, 0.0399661, 
0.0898686, 0.127307, 0.0771711, 0.0487142, 0.0751243, 0.0402951, 
0.0893615, 0.128612, 0.0764898, 0.0483654, 0.0744071, 0.0401916, 
0.0888676, 0.129509, 0.0760301, 0.0484034, 0.0742235, 0.0405, 
0.0896257, 0.124247, 0.0769504, 0.0466297, 0.0752486, 0.0387149, 
0.0889556, 0.129742, 0.076597, 0.0478735, 0.074793, 0.039815, 
0.0883434, 0.126196, 0.0761863, 0.0469909, 0.0743646, 0.0392119, 
0.0886559, 0.124806, 0.0765244, 0.046614, 0.0745209, 0.0388139, 
0.0892345, 0.126194, 0.0768705, 0.047438, 0.0750183, 0.0400873,
