2.57514, 0.598546, 1.52085, 0.5807, 1.42008, 0.558491, 1.38603, 0.432623, 1.36604, 0.211575, 
2.5607, 0.602648, 1.52646, 0.583805, 1.42403, 0.562247, 1.38948, 0.441508, 1.36693, 0.224773, 
2.29869, 0.61683, 1.47322, 0.596575, 1.40316, 0.556109, 1.37938, 0.412727, 1.36663, 0.233719, 
2.21807, 0.605826, 1.44171, 0.591718, 1.3798, 0.571753, 1.3627, 0.464955, 1.35191, 0.261167, 
2.0744, 0.603197, 1.41402, 0.588625, 1.36794, 0.572527, 1.34892, 0.503037, 1.34756, 0.333987, 
1.983, 0.59842, 1.38045, 0.577785, 1.34623, 0.525042, 1.34059, 0.375634, 1.33914, 0.252826, 
1.92081, 0.596809, 1.38349, 0.578788, 1.35029, 0.544647, 1.35272, 0.473391, 1.33324, 0.336642, 
1.85857, 0.595286, 1.3727, 0.577683, 1.34489, 0.554732, 1.33079, 0.509288, 1.32793, 0.434291, 
1.80881, 0.594614, 1.35847, 0.570452, 1.34826, 0.542899, 1.32983, 0.475761, 1.33083, 0.396265, 
1.80472, 0.594383, 1.36119, 0.575046, 1.33363, 0.547795, 1.33438, 0.509244, 1.32564, 0.431449, 
1.31784, 0.250813, 1.31024, 0.142094, 1.311, 0.112781, 1.30613, 0.0974144, 1.30577, 0.0908308, 
2.5676, 0.572829, 1.5262, 0.550477, 1.4294, 0.522644, 1.39494, 0.392344, 1.37198, 0.198222, 
2.59782, 0.552752, 1.54771, 0.529405, 1.4311, 0.49259, 1.39306, 0.337689, 1.37333, 0.172805, 
2.55982, 0.546465, 1.53219, 0.519583, 1.42556, 0.442902, 1.38861, 0.245688, 1.36481, 0.137805, 
2.38365, 0.553142, 1.48646, 0.522659, 1.40393, 0.459782, 1.37931, 0.280881, 1.35609, 0.158013, 
2.21632, 0.552054, 1.44379, 0.524187, 1.3894, 0.461146, 1.3606, 0.289315, 1.34642, 0.168738, 
1.35449, 0.155523, 1.32819, 0.0766966, 1.3299, 0.0688808, 1.32681, 0.0647078, 1.32269, 0.0595956, 
2.50041, 0.56643, 1.50672, 0.53729, 1.41014, 0.475031, 1.37509, 0.259831, 1.35252, 0.133045, 
2.48658, 0.561833, 1.51696, 0.538108, 1.40622, 0.496063, 1.37657, 0.348539, 1.34516, 0.161631, 
2.52978, 0.549391, 1.48585, 0.528447, 1.3844, 0.500864, 1.34775, 0.397648, 1.32745, 0.201075, 
2.30206, 0.544372, 1.42881, 0.527204, 1.35438, 0.503953, 1.32329, 0.467933, 1.31299, 0.334967, 
2.14696, 0.549437, 1.39742, 0.524592, 1.33203, 0.489484, 1.31188, 0.351305, 1.29517, 0.201292, 
2.01843, 0.558038, 1.36679, 0.529091, 1.31833, 0.483165, 1.30293, 0.331573, 1.29088, 0.197114, 
1.91429, 0.560368, 1.33492, 0.527839, 1.29877, 0.476862, 1.28687, 0.298264, 1.27838, 0.18659, 
1.87338, 0.548692, 1.34711, 0.514536, 1.30105, 0.481378, 1.29556, 0.385126, 1.28366, 0.250447, 
1.81708, 0.548327, 1.32008, 0.511697, 1.29688, 0.447542, 1.2853, 0.299722, 1.28076, 0.219026, 
1.75332, 0.548937, 1.31382, 0.517316, 1.29152, 0.471078, 1.2777, 0.339127, 1.27427, 0.245667, 
1.26681, 0.151298, 1.25924, 0.0809998, 1.25971, 0.0699773, 1.2556, 0.0650914, 1.25468, 0.0603734, 
2.46275, 0.572037, 1.4657, 0.552614, 1.37684, 0.520726, 1.35083, 0.389807, 1.32514, 0.190944, 
2.48435, 0.59427, 1.48768, 0.577143, 1.40125, 0.566088, 1.36259, 0.495883, 1.34376, 0.281057, 
2.43854, 0.596259, 1.47275, 0.577777, 1.38762, 0.558229, 1.35307, 0.432773, 1.33245, 0.213499, 
2.25924, 0.588883, 1.43304, 0.57208, 1.35349, 0.551217, 1.3289, 0.420768, 1.31256, 0.203024, 
2.15384, 0.584922, 1.39267, 0.567724, 1.33649, 0.541362, 1.31641, 0.408365, 1.30214, 0.232139, 
2.0694, 0.581329, 1.37952, 0.567045, 1.3283, 0.547215, 1.3177, 0.466265, 1.30547, 0.274717, 
1.96416, 0.594035, 1.38719, 0.578, 1.34235, 0.553653, 1.32337, 0.478377, 1.31906, 0.30959, 
1.90023, 0.600092, 1.35635, 0.578878, 1.32169, 0.544263, 1.30904, 0.420737, 1.30677, 0.266672, 
1.8269, 0.591581, 1.34289, 0.568732, 1.31427, 0.529371, 1.30093, 0.405985, 
