3.49221, 0.632382, 3.46515, 0.593127, 3.36871, 0.580158, 3.19405, 0.524394, 2.99126, 0.363914, 
2.52995, 0.370965, 2.32692, 0.198572, 2.25804, 0.157332, 2.222, 0.0804718, 2.19605, 0.0683903, 
2.18113, 0.15435, 2.15543, 0.0772193, 2.14472, 0.0631389, 2.13422, 0.056173, 2.13583, 0.0558696, 
2.02912, 0.131713, 2.00253, 0.0680483, 1.99651, 0.0628835, 1.99347, 0.0585201, 1.99042, 0.0561964, 
2.79564, 0.813091, 2.04737, 0.77268, 1.95628, 0.519724, 1.9079, 0.191392, 1.88662, 0.127118, 
1.73474, 0.162371, 1.71341, 0.0962411, 1.70239, 0.0860401, 1.71876, 0.104909, 1.69317, 0.0695584, 
1.6253, 0.124192, 1.61513, 0.0740865, 1.61231, 0.0677855, 1.61012, 0.0624715, 1.60873, 0.0595625, 
2.64168, 0.773309, 1.76833, 0.743221, 1.6644, 0.639794, 1.63092, 0.387427, 1.61275, 0.189932, 
2.67179, 0.716205, 1.69461, 0.696908, 1.60157, 0.653482, 1.57103, 0.505642, 1.55102, 0.290622, 
1.51626, 0.218898, 1.50186, 0.129073, 1.49476, 0.109193, 1.50471, 0.119614, 1.48444, 0.0872549, 
2.56267, 0.668625, 1.6847, 0.635673, 1.58631, 0.527192, 1.55161, 0.280891, 1.52576, 0.152161, 
2.67752, 0.665268, 1.67787, 0.629411, 1.57715, 0.524272, 1.53705, 0.287336, 1.51489, 0.158934, 
2.53699, 0.647092, 1.64743, 0.615195, 1.56435, 0.509037, 1.53613, 0.268138, 1.51708, 0.150331, 
1.46855, 0.152234, 1.46132, 0.112301, 1.44878, 0.0870137, 1.44604, 0.0788469, 1.44112, 0.0763392, 
2.56485, 0.625679, 1.60755, 0.601578, 1.51492, 0.536775, 1.48198, 0.318072, 1.45894, 0.164775, 
1.40757, 0.158116, 1.39351, 0.0961701, 1.38751, 0.0850009, 1.3898, 0.082391, 1.37848, 0.0684199, 
2.58031, 0.593196, 1.56819, 0.56681, 1.46313, 0.506956, 1.42614, 0.299947, 1.40244, 0.156047, 
2.54087, 0.598865, 1.5327, 0.570564, 1.43738, 0.506246, 1.40617, 0.30886, 1.38511, 0.162567, 
2.52692, 0.606608, 1.57241, 0.575716, 1.48333, 0.514409, 1.45455, 0.315687, 1.43036, 0.166524, 
2.33019, 0.604558, 1.50973, 0.579028, 1.44743, 0.506638, 1.42622, 0.291769, 1.40769, 0.169009, 
1.40469, 0.164297, 1.38378, 0.0860766, 1.37888, 0.0781719, 1.37447, 0.0730214, 1.3709, 0.0671806, 
2.54135, 0.598257, 1.56452, 0.575368, 1.45518, 0.530585, 1.41126, 0.354643, 1.39611, 0.1909, 
2.47338, 0.603498, 1.52731, 0.582139, 1.43943, 0.543961, 1.40009, 0.367716, 1.3732, 0.202565, 
2.48977, 0.599351, 1.52419, 0.581534, 1.43026, 0.559781, 1.40391, 0.467331, 1.38021, 0.274315, 
2.23715, 0.594715, 1.48042, 0.571864, 1.40277, 0.536251, 1.37643, 0.413112, 1.36422, 0.252528, 
2.18499, 0.589817, 1.42989, 0.566632, 1.37758, 0.488748, 1.3545, 0.270765, 1.34367, 0.162962, 
2.03376, 0.589248, 1.4092, 0.567902, 1.36288, 0.525023, 1.35568, 0.405606, 1.3468, 0.251113, 
1.33978, 0.168376, 1.33135, 0.0974074, 1.33327, 0.0881586, 1.3253, 0.0755766, 1.32343, 0.0710515, 
2.54483, 0.609279, 1.5603, 0.588083, 1.43671, 0.557681, 1.39501, 0.468501, 1.37562, 0.268361, 
